gene_id,10.5_n1,10.5_n2,11.5_n1,11.5_n2,13.5_n1,13.5_n2,15.5_n1,15.5_n2,15.5_n3,15.5_n4,18.5_n1,18.5_n2,P0_n1,P0_n2,Adult_n1,Adult_n2
PRAM1,13,27,0,23,8,4,16.04,5.91,6,11,10,8,64,42.07,28.51,34.28
CCDC88A,2056,3530,484,1710,1987,1289,1917,2275,919,697,858,1054,1133,1281,567,479
TPCN1,275,424,108,211,990,726,2325,1780,868,675,1242,1041,2840,2328,1824,2169
KATNIP,695,1176.95,178.14,452.61,995.02,747.25,996.96,1409.43,543,393.07,357.4,398,829.21,694.01,556.11,672.17
HEYL,194,316,33,174,1070,348,1342,1043,309,184,433,430,932,693,129,196
GPBP1,2531.52,3129,584,1553,2847,1901,3117,4233,1299,1018,1507.31,1711,3199,2359.27,2228,2691
GAB3,5,9,3,12,49,18,47,49,18,17,41,36,34,42,19,25
SLC8B1,44,73,17,31.97,106,84,413,374.68,204,119,203,196,740.02,544.14,745,1065.01
BET1,334,417,83,224,448,421,870,1135,305,264,283,374,1037,811,676,785
ILVBL,199,295,83,140,595,557,756,784,276,225,396,520,1292,946,600,715
GNG11,131,119,35,84,507,605,754,731,374,274,461,444,1208,771,355,461
TRPA1,2,5,2,14,14,7,2,8,1,5,1,0,3,5,0,2
CHRM1,6,0,3,24,8,4,79.83,77,45,23,15,28,78,60,24,54
MCTP2,4,34,16,57,89,59,71,106,64,64,25,58,78,81,164,179
GTF3C1,2654,4319,761,1489,3611,2783,3036.03,2966.57,1448,1175,1833,1946,2254.05,2050.97,1982.03,1985
CNTROB,628,852,163,264,440,233,625,1084,131,110,123,145,434,316,243,290
TROAP,247,411,42,83,170,140,234,237,51,41,39,44,155,152,22,53
ALAS1,470,623.56,110,284.51,1064,728,1285.78,1042.91,1194,1991.81,1814,1532,2465.68,2110.77,3417,5111
PDXK,236,344,73,177.47,375.45,192,996,765.09,487.56,355,242,317,1519.6,1042,2045,2589.52
LAMA1,1531,2272,141,475,263,171,128,59,36,27,30,167,53,49,12,13
SRXN1,177,229,27,107,218,177,468,438,270,207,310,476,1326,818,1164,1518
CDV3,4656.43,5588.54,837.23,1910.5,5159.78,3460.86,5163.68,5166.8,1649,1402.07,2044,2442,5149.93,4103.83,2651.95,3364.15
SLC10A3,112,132,25,84,403,370.05,334,358,128,122,181,243,396,307,306,441.37
ALOX12B,4,1,0,1,0,0,84,5,91,175,159,672,684,216,4855,4350
ARAP1,241,289,161,262,2465,1443,2165,2235,1054,827,1081,1288,2499.81,1852.42,1664.88,2324.34
FANCA,572.76,961.1,111.38,184,351,210.44,351.03,291.55,84.36,64.52,95,74,312.9,280.06,114.22,77.46
IGDCC4,271,491,302,452,1715,1071,5863,4630,2227,1417,3294,2481,4147,4068,835,989
LOXHD1,0,0,0,18,0,0,0,0,0,6,0,0,1,0,0,2
ANK2,2494.97,5392.9,384.09,2848.67,2326.17,1549,4856.02,4305,2806,2233,3828,3601.64,3062,2981.5,1232,1663
PPP1R9A,1104,2149,360,961,1406,1008,2451,2217,1137,988,868,921,1694,2013,365,412
PWP2,773,1025,151,281,817,478,586,561,217,177,370,576,622,555,569,658
TRPC1,107,168,23,86,188,105,212,225,98,93,78,116,185,210,133,147
SPRING1,635,905,156,434,711,461,1114,1125,314,259,299,346,593,449,723,809
PRR5L,243,276,66,127,321,186,216,227,74,68,97,114,141.97,119,122,153
ABCC10,157,260,48,102,232,173,339,314,113,107,117,126,397,355,322.01,342.58
ALPK2,6,45.48,33,78.46,2812.97,3270,413.29,464.38,447,384.79,621,1097,672.33,659.03,859.91,919.11
ZSWIM6,563,967,91,391,412,320,490,601,241,193,213,281,372,388,584,653
ABCC4,130,117,17,49,108,48,208,156,129,130,123,287,427,334,856,970
RNFT2,197,349,65,188,134,76,276,278,45,44,46,27,224,161,61,55
RSPO4,2,6,3,9,15,1,4,3,5,6,1,5,8,12,121,125
UGT8,68,58,1,33,102,51,124,174,47,38,26,46,149,145,101,109
PKD1,1116.45,2275.57,484.5,943.77,2719.37,1489.46,6404.74,6880.7,4206.39,2582.12,3164.96,3723.45,5591.59,5680.91,4062.68,3405.9
P2RY2,3,1,4,6,60,20,96,116,181,123,211,206,668,512,1048,1271
RAG2,1,1,1,11,29,0,2,1,3,4,1,0,1,0,0,0
FBXW8,2106.87,2643.93,500.22,948.31,3073.39,2472.77,3808.35,3722.07,1414.18,1016.31,2140.86,2242.53,3700.64,2993.46,1604.8,2069.41
PSMF1,538,695,153,363,709,482,675,890,257,233,270,419,793,603,493,594
SMAP2,405,469,83,282,701,508,885,828,250,205,353,392,928,667,965,1144
CYB5R4,700.79,823.24,97.57,630.31,677.42,558.77,639.35,715.3,321.01,384.37,299.44,415.03,874.35,578.64,792.48,991.24
ARHGEF17,1299,2357,539,856,3036,1829,3838,3832,1334,888,1505,1499,2508,2081,1803,2110
CCDC85A,43,69,16,65,54,49,170,247,94,81,74,103,143,158,240,224
ACSL3,1379.42,1874,343,687.71,1605.68,942,3609.2,3542.14,1147.3,962,1753.53,1404.67,2249.03,1894.79,1671,2244.44
RIMS3,240,305,4,227,67,67,228,49,30,53,15,33,72,59,43,77
RANGRF,248.01,258.81,65.81,73.23,286.71,270.57,354.64,398.44,229.08,192.63,369.24,255.79,453.31,254.99,465.51,589.64
NFYC,924,996,190.91,456.96,1132,894,1277.34,1569,425,428,564.96,649,1497,1041,759,1077
FBXO21,1424,1927,330,796,1539,1201,1114,1182,353,474,410,598,1155,947,445,604
STYK1,3,6,3,22.68,2,13,28,36,15,8,6,10.88,53,48,134,222
TEX43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC16A1,914,1191,177,343,2749,2929,1100,858,690,799,1073,1331,1974,1613,1059,1205
ATG12,852,1007,130,520,862,736,1258,1356,461,437,471,458,1253,860,925,1214
SGPP2,71,85,9,29,28,13,45.44,14,17,40,39,46,55,26.28,180.9,85.78
CSPG4,64,155,124,201,850,437,3949,3276,1859,1100,2716,2710,3135,2987,1362,1247
LRIG2,754,1450,212,728,1091,634,985,1003,554,418,485,634,680,745,688,739
ADGRE3,1,1,1,8,6,1,5,4,2,2,4,5,26,12,16,21
ODF4,0,0,0,1,0,0,0,0,0,0,0,1,3,3,0,0
ITGBL1,1,12,1,40,89,53,113,64,193,117,163,149,276,309,484,376
HSPA13,1057,1431,294,842,2432,1401,2001,2171,615,532,892,1052,1245,1043,881,1001
CAMKV,152,163,31,49,50,33,75,109,16,8,7,14,42,27,27,25
FSHR,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0
NUP93,1361,1793,243,533,1301,811,1077,1214,335,251,379,482,1167,950,600,662
RBM11,8,7,0,9,15,12,14,12,10,5,10,9,13,13,7.03,12
UCP3,0,0,0,9,0,1,63,30,70,72,55,553,1603,1363,561,595
RASGRP2,28,42,10,70.98,140.01,131,378.99,189,71,76,77.05,59,310.12,234.13,379.26,280.02
LIPI,1,0,0,1,0,0,0,0,1,3,2,4,1,0,0,0
AP4B1,249.62,292.17,70,142.07,365.23,328,436.49,560.35,218,235.4,273,366.77,541.18,481.79,317.39,422.03
PEBP1,4116.53,3673.82,694,1686.28,4731,4311.9,5542.98,7148,1846.21,1335.12,2531.58,2597.84,6304.79,3939,3405,4841
IFT57,184,203,52,121,293,256,534,814.99,150,87,127,122,453,268.99,248.99,423
FKBP1A,666,931,124,509,1186,1070,6508,6103,760,635,785,786,5397,3470,1812,2492
INHA,26,34,36,45,65,55,241,312,109,61,95,96,475,465,187,235
FAM207A,429,537,99,232,521,441,715,776,186,141,221,242,480,329,348,499
GUCA2B,0,0,0,1,5,15,1,1,0,1,0,1,1,0,2,0
SLC16A8,2,3,0,1,5,2,4,5,2,4,6,6,11,6,8,6
CHPF,296,330,92,138,1179,803,1716,2025,575,298,838,849,1597,1287,593,622
FOXJ3,571,898,183,459,1170,833,1681,2010,606,458,782,828,1756,1689,1183,1508
NLRP4,1,0,0,32.2,3,2,0,1,2,2,0,0,1,0,0,1
MYCBP2,2211,5644,649,2710.21,2728.98,1814,3055,2657.51,2012.79,1791,1515,2726,2517,2961,4092,3438.18
SOX10,45,123,20,56,70,28,339,151,54,43,60,84,370,226,189,292
ASIC4,96,82,0,64,13,9,25.84,13.65,3,5,0,0,1,0,1,5
OGFOD1,372,486,94,200,646,483,866,844,374,308,416,441,728,676,1014,1068
TRIM33,1929,3316,518,1362,1862,1206,1886,2452,777,756,723,973,1401,1411,1282,1418
NFATC1,47,119,94,159,490,426,781,1053,393,249,486,579,964,920,712,807
POLR2F,495.1,428,86,181.71,492,533,741.98,799.02,286.98,229,363,280.96,885.98,523,549.09,696
GMPPA,285,408,77,195,602,526,880,1006,369,290,405,405,1256,924,724,996
CDO1,231,334,230,513,868,535,1839,3483,432,400,433,507,910,747,1145,2120
C22orf23,45.15,43.25,14.36,24.2,61.38,44.2,185.65,286.53,83,80.68,28.89,29.68,237.31,138.95,98.29,180.01
CIP2A,1313,1482,168,421,968,591,1070,1374,218,169,209,256,448,446,203,302
AFAP1L1,206,263,91,150,1524,1649,3134,1822,1087,730,1701,1069,2902,2528,813,1066
CALHM2,20.07,40.46,20.16,20.12,129.03,94.08,223.04,244.03,107.25,64,108,158.05,158,132.07,228,318.03
MICALL1,335.85,633.75,107.64,290.8,878.62,718.8,1926.35,1332.47,623.02,464.32,639.11,707.36,1929.69,1560.05,1869.71,1951.99
DHRS7C,0,1,13,7,78,78,1591,819,1569,1067,3078,2064,4864,2923,1435,1906
EIF3L,3369,3587,728,1471,4430,3227,3260,4010,1357,1236,2212,2567,3429,2559,1904,2645
C9orf135,3,5,0,2,0,0,59,93,31,14,0,8,53,19,13,34
NPAT,1111,1583,296,730,1671,988,1197,1332,518,373,613,761,687,737,509,507
ANKRD54,319,411,71,165,317,252,582,756,161,115,127,165,390,279,232,336
PYGB,1398,1799,481,994,7600,7058,2581,3031,1011,845,1387,1552,2353,1894,1626,2422
LMO7,112,152,93,164,2031,2248,4494,3416,2868,2065,4190,3884,5267,4589,8162,10018
RESP18,22,26,0,44,28,17,32,3,1,16,0,2,16,10,4,10
CNTNAP3,0,0,1,6,5,6,78,61,15,14,13,18,12,17,0,1
PFKM,861,1014,231.73,602,2525,2892,7248.7,4276,8648.78,6534,18510,16814,26347,20520,20880,25341
GAS7,173,285,63,217,927,469,2337,1927,1387,984,1816,1918,2727,2459,1997,2100
ENTPD6,276,360,65,129,490,309,536,550,141,107,192,161,418,364,222,331
SENP1,1208.62,1835.47,271.77,612.13,1085.02,694,1526.53,1585.07,472,353.18,426.94,488.96,1150.24,971.98,919.82,1033.76
VSX1,9,29,0,24,1,0,0,0,0,0,0,0,0,0,0,0
CLEC1A,28,62,8,27,87,34,160,102,61,84,88,103,119,145,121,125
TBC1D4,189,338,88,195,877,698,1267,1134,671,622,927,992,1618,1699,1541,1944
TRIOBP,523,755,181,308,1042,937,1296,1255,558,432,822,706,1131,800,862,933
APMAP,373,432,75,167,743,527,976,1031,336,442,450,530,1331,1150,844,1231
NOL12,229,257,59,135,333,308,551.08,751,164,120,210,219,868,425,364,513
CDC14B,323,588,102,241.61,654,629,474,657,191,169,140,170,495,568.67,560,576.37
LSS,1157,1645,195,461,580,356,671.99,613,243,318,285,336,851.99,709.98,1115.95,1034.99
SLC7A6OS,288,348,66,147,230,201,454,543,119,107,120,111,541,456,421,537
RNF125,8,9,8,9,106,59,72,70,58,102,63,90,42,82,66,59
C3orf14,106.87,151,35,80.98,204.4,208.85,361.8,507.71,148,162,106,160,507.4,365.88,583.04,811.24
SLC35D2,26,50,8,31,171,202,114,118,61,56,25,76,156,112,150,194
HSD17B3,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
ATG9A,304,455.77,101.05,241.39,935,663,1485.43,1389.3,604,484.95,965,840.02,2012.94,1626.09,1657.31,1920.81
YBEY,247.95,285.01,41,138.72,253,193,244.93,233.02,124.69,143.97,181.24,196.67,259.75,141.11,152.36,184.48
GGA1,395,438,113,171,633,577,1532,1474,373,286,447,463,1940,1397,1416,1887
SLC22A15,78,221,33,108,191,129,254,309,111,98,64,111,334,306,329,387
PHLDB2,1438,2567,775,1327,2064,1305,2906,3171,879,677,1100,1171,2024,1824,842,998
PODXL2,466,711.14,186.09,580.61,1012.04,882,1232.28,1154.3,385.98,215.92,492,457.72,1054.98,701.03,325.77,375.32
CST1,0,0,0,1,0,0,0,0,0,1,5,2,10,2,0,0
ABHD10,251,300,43,140,351,257,341,400.67,128,126,154,147,305.43,207,202,301
CNPPD1,483,690,150,292,723,686,1009,1106,370,355,405,550,1426,1041,1143,1476
ATP1A1,2737,3758,636,1422,16178,15074,11872,9120,4816,3618,6170,7170,17262,12191,12319,17385
DIS3,1211.42,1520.86,228.96,523,1189.44,638,1225.84,1315.99,371.9,312,484,577.9,992.98,857.87,637.85,674.97
CARD10,19,57,8,10,72,92,609,375,65,59,83,85,655,503,515,667
MGLL,61,82,18,63,540,308,972,705,645,954,778,946,3066,2341,1603,2185
TMPRSS7,11,26,1,7,5,0,5,11,1,1,0,0,7,7,1,1
KBTBD12,2,0,0,31,43,75,221,83,382,304,646,532,970,738,999,1243
TMED7-TICAM2,1802,2229.58,486,1255.25,3874.1,2837.39,4500.94,4668.05,1444.85,1260.55,1658.99,2279.8,3700.34,3127.22,2963.7,3443.67
MZT1,1070.13,1122,189,571.73,1060,844,1781.85,2067.1,503,408,489,660.99,1587.13,1293.12,1209,1410.07
C3orf52,2,1,0,1,1,5,4,18,11,4,1,4,34,25,110,134
TIE1,286,387,126,203,3031,2500,1714,1069,651,546,1082,1099,1830,1645,926,1028
LPCAT2,18,31,9,21,59.92,36,114,144.97,54,65,41,98,262,163.85,439.79,670.88
MYH2,2,3,6.95,14.86,35.92,23.15,3097.15,723.38,4916.26,4198.22,11470.63,13107.08,14952.1,15139.66,1576.62,877.74
TPSG1,0,0,0,0,0,0,5,1.03,0,1,0,1,4.07,1,0,3
MAMDC2,28,59,4,21,142,50,248,179,79,53,207,181,330,396,267,312
S100B,1,5,7,15,28,23,563,928,302,201,174,199,1306,983,891,974
TTC28,863,1710,380,990,1660,1222,2469,2332,998,783,1202,1477,1784,1875,763,784
SLC9C1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C15orf48,0,2,0,0,1,1,2,0,9,7,4,8,69,39,214,443
SLITRK5,213,299,23,163,524,708,60,53,9,32,31,16,17,7,8,10
EEFSEC,345.84,353.94,77,190,501.88,289,332,387,121,102,155,167,320,225,177,244
RAC2,28,35,8,25,315,124,205.02,142,82.73,69,127,167,252.88,154.26,124.24,108.68
TTF2,1067,1279,181,360,882,575,588,673,199,192,245,284,465,346,355,383
WNT6,90,105,50,44,15,35,58,76,24,23,30,35,87,36,30,61
SCAF11,2957,4647.7,665,1559.13,3145,1938.09,3964.13,4359.98,1445,1211,1542,2076,2920.08,2929.14,2451.46,2726.53
TRIM45,215,269,63,156,238,231,310,356,94,79,69,135,217,98,120,148
ARID2,2405,4856,596,1623,2216,1396,3003,3097,1234,990,1157,1557,1946,2404,1530,1509
HSF4,1,0,0,5,1,0,2,4,0,0,2,3,13,11,87,85
SZT2,529,1277,217,465,600,450,1214,1064,492,398,323,390,1171,1245,828,893
SHF,162,195,19,83,102,88,245,236,48,40,64,75,206,135,112,198
TTLL4,2792,4237,360,948,1309,806,1935,2174,658,528,489,574,1448,1403,1209,1260
DUOX1,2,12,3,4,18,4,126,66.71,94,101,66.87,212,330.26,159.95,1768.2,1889.05
SLC35A4,858,997,190,411,1358,900,2628.46,2638.9,637,546,1005,989,2699.78,2030.41,1494.35,1951
STK36,199,303,35,132,128,98,448,547,116,89,35,76,334,207,114,210
PTPRM,290,542,118,279,1247,744,1585,1244,936.74,827.72,1237.36,1279,1797.93,1743.23,780,804
RPGRIP1L,286,642,91,273,313,157,611,819,231,162,107,120,304,283,381,430
WDR3,886.88,1223.19,161.43,428.24,843,586,1098.59,1181.3,267.65,269.6,355,402.93,841.06,720.59,795.12,952.9
KCTD17,347,378,77,246,355,276,1037,1080,313,193,335,303,1278,926,644,770
NOC4L,520,717,110,166,528,326,474,590,127,109,187,213,519,358,345,450
PTPRF,4989,7741,1072,2152,5284,3682,6292,5570,2759,2117,2280,3228,4763,3413,6470,6574
LPP,1229,3066,565,1483,3476,2122,4248,3685,3563,3021,2589,3611,2493,3365.05,1782.05,2048
MIF,3285.22,2225.32,364.13,594.55,2769.03,2618.93,1219.05,1367.03,532.56,417.17,972.58,669.79,775.61,527.87,660.83,729.48
DPYD,29,95,39,81,99,64,194,277,128,153,118,184,221,189,274,401
FBXL8,1,5,5,3,37,40,28,34,24,10,20,21,28,20,55,58
GALNT9,40,69,0,28,2,0,14,5,1,3,3,1,8,5,5,8
GSTT2,39,26,8,34,69,66,174,198,70,79,42,98,364,291,130,207
FEM1C,867,1338,191,604,1012,711,2428,2102,915,674,1052,984,1820,1624,1691,2125
CTDP1,648,773,122,231,488,355,475,559,181,130,211,264,461,381,421,528
KDM4A,2138,3219,564,1322,2270,1643,1901,2204,663,596,787,979,1844,1618,1804,2082
TNXB,1,14,4,9,360,388,4506,1066,4483,3569,8730,9338,9967,9436,5594,5361.04
DNM2,755.38,1059.36,212.2,420.32,1200.65,913.09,1818.48,1683,925.08,733.45,1273.51,1342.03,3293.75,2445.18,2937.39,3362.41
PLPPR5,3,6,1,11,305,310,34,18,13,15,19,4,38,18,4,2
CHST2,427,342,200,376,758,314,853,1002,325,157,340,374,582,429,130,194
MAP2K4,1183,1658,247,769,2089,1505,2182,2263,912,795,1120,1447,2315,2080,1647,2122
RTP4,1,2,6,4,28,38,26,37,43,34,36,28,129.77,101,92,169
PUS7L,200,199,32,76,258,158,197,260,65,38,62,96,164,115,127,122
PRRG3,264,399,90,284,1022,594,2005,1934,519,386,475,541,1063,1007,282,289
USP37,1557,2209.91,335.49,788.14,1615.49,927,1214.77,1432.04,541,443.1,605,648.8,761.76,714.76,600.94,622.58
IPO13,423,630,84,231,524,432,1455,1058,781,630,1458,1082,3532,2540,3031,3580
TRIM69,1,0,0,3,0,0,1,1,0,0,0,0,1,2,5,1
CHURC1-FNTB,371.62,465,93,204,532,419,844,922,291,275,368,407,836,569,496,643
PALMD,18,30,37,80,262,251,949,768,290,352,486,626,1425,979,902,1069
ATP6V0B,553,643,94,360,921,1130,1528,1557,653,587,566,665.48,1945,1200,1911,2514
TRAPPC8,953,1521,225,649,1181,874,1741,1744,823,810,939,1010,1468,1278,2004,2253
RTP1,2,1,0,10,0,0,0,0,0,8,4,1,2,1,3,0
FRRS1,127,197,33,91,349,298,325,327,107,113,107,160,331,248,468,515
ARHGAP44,129,159,31,85,477,382,417,588,215,175,329,376,661,500,504,739
CLASP2,1579,2459,263,1301,1738,1199,1774,1669,1069,954,1242,1269,1769,1803,1872,2096
SPG11,959.35,1275.84,190.37,499.09,999.05,660.52,830.02,815.69,433.77,418.53,466.51,639.59,750.45,730.58,593.06,753.03
AGL,480,776.4,197,596,1785.98,1641.29,10110.06,4900.97,7071,5597.08,15811.05,10708.88,8740.76,9274.22,6285.03,6556.94
NUDT15,164,190,24,89,162.82,136,168,224,70,77,137,130,191,159,201,215
SYCE1L,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1
CTDSPL2,1356,1768,364,840,1729,1096,1450,1876.04,709,492,624,834,752.04,926,659,616
GUCD1,666.08,721.14,176,471.21,1169,992.53,1276.58,1151.49,678.04,627.38,817,854.75,1575.93,1243.54,730.32,1090
CACUL1,1084,1497,212,620,1302,980,1632,1720,594,515,705,736,1260,1205,1116,1205
SNAP91,160,375,18,260,1110,1236,708,531,85,111,130,100,208,154,32,47
ANTXR1,488,895,463,759,2286,770,8197,9162,2418,1613,2739,2998,6247,5921,2613,3476
ERI3,836,860,256,522,1540,1432,1500,1840,688,455,849,880,1796,1140,726,1049
UPB1,0,2,0,27,17,6,40.98,33.06,22,17,12,53,66,35.03,25,72
MCEE,57,65,20,49,231,278,391,383,193,225,174,195,590,354,482,670
TERF2IP,458,536,107,269.13,608,477,604.62,726,240,173,293,322,752.04,507.01,514.08,640.99
GTPBP6,201.14,207.87,55.65,67.81,146.39,176.65,349.18,445.57,141.28,89.92,116.73,101.78,407.47,270.07,332.34,377.57
ARMCX2,2839,3688,729,1744,5119,3684,5147,5203,1302,899,1719,1745,2495,2189,350,518
TRMT13,142.28,226.32,25.28,110.19,103.2,92.64,181.67,246.88,68.14,66.05,77.49,79.92,163.79,173.38,178.88,172.26
SPECC1L,1828,2749,493,1371,2631,1662,2860,3303,1210,872,1162,1357,2380,2196,1571,1898
LPAR6,395,633,77,182,539,343,470,522,181,219,219,267,523.66,372.98,413.01,504
TAGAP,427.48,665.52,94,280.7,308.96,219.34,777.17,1286.03,370.77,267.7,317.59,301.15,1108.45,847.66,592.15,797.29
ADAMTS15,257,311,319,371,2708,1432,1951,1949,666,490,794,715,947,1021,446,496
ZBTB1,505,801,153,372,856,548,1083,1337,554,445,457,661,1018,1031,1186,1279
FAN1,178,272,46,155,182,127,230,271,119,78,111,137,200,224,133,135
ARMCX1,435,655,140,329,745,571,1322,1546,310,202,240,215,821,662,221,320
CRLF2,4,7,3,5,33,28,63,53,18,5,21,21,78,47,34,31
CYSLTR2,0,1,0,3,3,0,5,6,4,1,3,5,6,7,13,11
TOMM6,358.15,269.26,65.42,114.41,450.75,548.22,846.7,970.09,240.39,171.46,230.45,279.44,1072.43,613.97,528.13,790.55
FAM160B1,410,714,165,329,680,483,1255,1335,408,323,419,584,1195,1113,770,893
CATSPER2,10,12,2,9,16,22,63,55,13,14,17,17,152,83,58,99
FNDC3A,1787,3042,450,1271,1802,1177,2508,3392,1031,790,753,965,1809,1940,2008,2504
CRYZL2P,59.19,61,12,37.99,323,335,182.69,220.14,71.5,92.75,59,88,316.01,228.35,102.27,128.16
PRSS35,38.14,66.24,83,161.26,3561.65,1349,1962.09,2130.04,313.42,266.54,578.02,609.15,622.13,645.19,50.32,52.51
STRC,0,1,0,10,0,0,1,3,1,0,0,1,7,3,4,8
LARP4B,1573,2220,328,951,2433,1474,3434,3154,1788,1458,1997,2199,3418,3149,3416,3820
CRYGS,0,0,0,0,0,0,0,0,0,3,0,0,8,3,0,0
CDC14A,363,555,50,204,181,100,630,678,550,469,197,300,990,840,1487,1928
ASPRV1,5,13,3,5,3,6,567,253,978,1089,1068,3193,4931,1750,24862,26296
OTUD7A,33,38,1,10,16,12,16,11,5,0,3,1,9,5,1,2
PPIP5K1,138.71,286.37,29,138.77,254.88,226.89,501.05,471.71,324.69,266.85,415.9,435.17,1227.6,958.31,2331.72,2803.15
TTC7B,412,500,73,232.95,533,455,869.61,812.9,354.82,281.98,422,410.99,846.48,724.46,438.55,617.17
ACSM1,0,0,0,1,12,1,18,34,45,29,3,15,93,113,260,552
CASP4,1,4,0,4,16,13,11,36,33,15,20,30,164,98,267,376
IDUA,52,98,26,47,157,106,423.79,362,145,125,113,150,524,395,392.95,478
ARHGEF5,184,391,127,254,947,494,980,1086,439,418,322,564,1452,1163.01,2257,2461
GTF2A2,490,572,96,241,516,464,1042,1124,259,229,254,304,1138,864,684,871
ANGPTL1,69.63,174.66,221.88,277.41,550.1,129.8,5125.94,6036.44,2067.45,1433.08,2430.52,2912.55,4507.32,4071.81,529.8,342.8
ZNRF1,620.68,1120.76,235,500.06,660.97,548,1601.82,1570,582.49,425.53,619.94,511.2,2452.1,1953.32,1385.71,2055.11
DPH5,203,297,35,114,210,119,210.87,258.35,84,98,98,126,306.05,178.93,195.61,228.58
FAM20B,583.29,854.16,123.36,421.11,1562.22,986.77,2294.65,2811.34,817.04,622.98,1000.32,1024.89,2327.26,1991.43,2189.63,2321.38
RBFOX2,2429,4903,1060,3009,5086,3959,9678,8805,3303,2388,3264,3508,7871,7560,2830,3277
ADGRB3,195,288,36,290,155,78,154,138.81,31,73,53,38,41.79,50.76,8.42,7.35
APOL6,0,1,0,12,1,0,1,3,18,16,12,22,97.07,71,196,287.02
MYO6,259,458,83,287,914,466,1290,1373,628,593,548,851,1740,1461,3108,3687
TMEM35A,154,229,65,275,229,142,410,357,80,63,81,84,161,116,163,190
FA2H,0,1,1,7,2,1,15,16,0,6,5,0,49,26,54,54
IGF2BP2,2639,3898,514,1100,2221,1496,2672.32,3097,625,439,734,970,2116,1564,197,260
NDN,1430,1692,470,1278,2381,2246,8224,5398,1816,1367,3362,2555,4610,3712,380,513
REEP4,289,309,65,112,320,223,380,361,123,111,132,203,437,259,724,983
MYO5C,28,72,2,31,265,57,693,877,557,489,196,303,1238,1178,961,1196
SPATA2L,28.8,61.64,2,16.17,54.57,39.55,66,56.44,41.73,24,22,26.51,71.09,45.76,80.13,118.23
LGI3,7,18,8,30,327,207,41,38,28,14,29,29,48,54,16,21
RFWD3,2631,3298,456,858.71,2200,1232,1908,2224.02,656,591,708,683,1244.85,1001.99,997.85,1213.93
CASKIN1,143,261,22,94,38,23,131,120,18,19,17,26,82,70,39,65
PANK1,278,341,41,157,566,644,545,583,312,573,455,488,738,629,834,1049
CPLX1,31,37,0,51,13,12,96,14,1,26,14,3,31,17,9,13
MAP3K13,205.43,513,17,308,126.09,94,150,172.35,50.16,58.12,36,36,104.54,78,79.99,93
PCGF3,1308,2072,346,957,1715,1199,3727,3333,1247,1007,1660,1305,2254,2032,1810,1991
PDPR,456,744,123,340,949,630,962,850,705,710,1066,1120,1090,1544,1564,1199
PIK3C3,485,643,124,298,646,498,703,854,291,229,353,366,847,627,692,855
HACD3,1165,1572,226,719,1652,1078,1428,1422,441,374,486,674,1228,787,1146,1396
KIAA1328,371,567,88,281,496,336,404,622,188,182,143,252,366,387,258,285
CLEC18B,20,16,0,6,0,0,6,0,6,4,5.39,5,17.13,9,4,15
PIWIL2,3,2,1,6,13,2,21,13,6,4,8,3,31,16,37,55
VPS8,526,765,101,341,915,683,750,643,344,327,428,569,649,561,490,433
DDX19B,707.92,885.95,75.49,310.43,539.24,352.02,715.97,721.39,369.49,328.37,312.01,401.65,934.29,807.96,694.6,796.35
ZNF7,356,583,60,174.97,311,184,314.05,339.96,154.27,123,108,134.53,320.58,211,650.72,839.91
CEP350,1359,2616,421,1257,2141,1407,4053,3492,2202,1808,2337,2508,2031,2458,1673,1732
GABRB3,172,396,13,279,187,82,186,90,98,97,99,92,199,130,13,15
QSOX1,324,493.06,130.02,265.65,1397.31,1013,2233.86,2252.77,1340.21,837,1162,1471.04,4603.37,3291.42,4448.08,8193.3
UCP2,404.89,427,104,261,1256,1160.94,2700.16,2559.33,993.47,897.48,1062.97,1941.91,6405.56,3872.74,6334.7,9026.5
ARHGAP39,548,790,140,290,436,273,951,957,222,199,197,183,459,375.98,325,377
ACBD6,266,272,71,160.32,441.01,328,469.56,647.76,158.02,144,232,212,580.29,387.92,338.99,489.89
FCSK,203,284,74,63,285,188,324,320,137,97,125,170,373,297,321,408
STARD9,329.38,791.88,223.14,472,1053.27,483.08,1835.86,1352.55,1194.91,976.15,866.18,1126.13,1496.54,1735.44,1269.76,1140.36
SMYD5,763,994,132,303,884,662,833,841,199,192,311,297,823,509,347,448
LRRC24,12.75,13.82,0,12.36,12.18,13.28,16.3,7.6,13.76,11.5,16.62,9.07,19.03,9.35,13.56,18.58
CCAR2,2352,3368,500,1143,1970,1228,1609,1899,626,422,735,773,1693,1290,1038,1227
FOXN3,1210,2212,406,1215,1902,1315,1909,1912,1928,1482,2299,2786,2589.99,2870,1920,2215.99
ADRA2A,40,35,15,53,35,15,143,131,38,29,19,48,128,73,103,154
SFXN5,157,177,37,106,215,104,205,241,84,134,77,112,200,144,179,193
VAV3,189,382,40,251,529,390,781,840,332,280,324,477,737,557,1470,1654
KIAA1614,164,340,68,122,333,248,614,581,202,137,162,217,439,321,161,192
